Vehicle Lighting System Analysis Results
==================================================

=== Initial Analysis ===
Light: Low Beam | Result: desactivated
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: High Beam | Result: FAILED
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Left | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Parking Right | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Hazard Lights | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Right Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated
Light: Left Turn | Result: desactivated


=== New Monitoring Session === Tue May 20 11:07:58 2025
